Year,Player,Age,Pos,All NBA Total Career,PER
2002,Jason Williams,26,PG,0,15.1
2003,Jason Williams,27,PG,0,17.1
2004,Jason Williams,28,PG,0,16.9
2005,Jason Williams,29,PG,0,15.4
2006,Jason Williams,30,PG,0,15
2007,Jason Williams,31,PG,0,15
2008,Jason Williams,32,PG,0,12.7
2010,Jason Williams,34,PG,0,12.9
2011,Jason Williams,35,PG,0,8.4
2011,Jason Williams,35,PG,0,8.5
2011,Jason Williams,35,PG,0,8.2
2009,JaVale McGee,21,C,0,17
2010,JaVale McGee,22,C,0,17
2011,JaVale McGee,23,C,0,17.4
2012,JaVale McGee,24,C,0,19.9
2012,JaVale McGee,24,C,0,19.6
2012,JaVale McGee,24,C,0,20.5
2013,JaVale McGee,25,C,0,20.7
2014,JaVale McGee,26,C,0,10.2
2015,JaVale McGee,27,C,0,14.4
2015,JaVale McGee,27,C,0,16.7
2015,JaVale McGee,27,C,0,6.8
2016,JaVale McGee,28,C,0,19.9
2017,JaVale McGee,29,C,0,25.2
2008,Javaris Crittenton,20,SG,0,11
2008,Javaris Crittenton,20,SG,0,11
2008,Javaris Crittenton,20,SG,0,11
2009,Javaris Crittenton,21,PG-SG,0,10.4
2009,Javaris Crittenton,21,SG,0,13.2
2009,Javaris Crittenton,21,PG,0,10.3
2009,Jawad Williams,25,SF,0,14.1
2010,Jawad Williams,26,PG,0,8.2
2011,Jawad Williams,27,SF,0,4.8
1990,Jawann Oldham,32,C,0,8
1990,Jawann Oldham,32,C,0,7.6
1990,Jawann Oldham,32,C,0,9.7
1991,Jawann Oldham,33,C,0,8.1
1990,Jay Edwards,21,SG,0,7.8
1993,Jay Guidinger,23,C,0,9.6
1994,Jay Guidinger,24,C,0,10.4
1990,Jay Humphries,27,PG,0,16.4
1991,Jay Humphries,28,PG,0,17.4
1992,Jay Humphries,29,PG,0,16.5
1993,Jay Humphries,30,SG,0,10.5
1994,Jay Humphries,31,SG,0,10.9
1995,Jay Humphries,32,SG-PG,0,-0.9
1995,Jay Humphries,32,SG,0,-3.2
1995,Jay Humphries,32,PG,0,5.8
1990,Jay Taylor,22,SG,0,9.5
1990,Jay Vincent,30,SF,0,11.8
1990,Jay Vincent,30,SF,0,13.2
1990,Jay Vincent,30,SF,0,10.2
2003,Jay Williams,21,PG,0,12.2
2017,Jaylen Brown,20,SF,0,10.3
1991,Jayson Williams,22,PF,0,8
1992,Jayson Williams,23,PF,0,7.4
1993,Jayson Williams,24,PF,0,10.6
1994,Jayson Williams,25,PF,0,13
1995,Jayson Williams,26,PF,0,16.2
1996,Jayson Williams,27,PF,0,16.4
1997,Jayson Williams,28,PF,0,15
1998,Jayson Williams,29,C,0,18.7
1999,Jayson Williams,30,C,0,14.5
2011,Jeff Adrien,24,PF,0,11.3
2012,Jeff Adrien,25,PF,0,11.2
2013,Jeff Adrien,26,PF,0,13.4
2014,Jeff Adrien,27,PF,0,17.4
2014,Jeff Adrien,27,PF,0,14.9
2014,Jeff Adrien,27,PF,0,18.4
2015,Jeff Adrien,28,PF,0,14.2
2010,Jeff Ayres,22,C,0,12.1
2012,Jeff Ayres,24,C,0,13.4
2013,Jeff Ayres,25,PF,0,14.5
2014,Jeff Ayres,26,PF,0,11.1
2015,Jeff Ayres,27,PF,0,14.4
2016,Jeff Ayres,28,C,0,8.3
2012,Jeff Foote,24,C,0,-0.9
2000,Jeff Foster,23,C,0,25.6
2001,Jeff Foster,24,C,0,12.5
2002,Jeff Foster,25,C,0,12.9
2003,Jeff Foster,26,C,0,12
2004,Jeff Foster,27,C,0,16.2
2005,Jeff Foster,28,C,0,15.4
2006,Jeff Foster,29,C,0,15.1
2007,Jeff Foster,30,C,0,13
2008,Jeff Foster,31,C,0,15.7
2009,Jeff Foster,32,C,0,13
2010,Jeff Foster,33,C,0,9.6
2011,Jeff Foster,34,C,0,14.3
2012,Jeff Foster,35,C,0,11.1
1990,Jeff Grayer,24,SF,0,11.4
1991,Jeff Grayer,25,SG,0,11.8
1992,Jeff Grayer,26,SG,0,13.3
1993,Jeff Grayer,27,SG,0,12
1994,Jeff Grayer,28,SG,0,13.2
1995,Jeff Grayer,29,SG,0,10.6
1997,Jeff Grayer,31,SG,0,10
1998,Jeff Grayer,32,SG,0,2.7
1998,Jeff Grayer,32,SG,0,-20
1998,Jeff Grayer,32,SG,0,13.5
2008,Jeff Green,21,SF,0,9.8
2009,Jeff Green,22,PF,0,13.9
2010,Jeff Green,23,PF,0,13.8
2011,Jeff Green,24,PF-SF,0,12.9
2011,Jeff Green,24,PF,0,12.9
2011,Jeff Green,24,SF,0,12.9
2013,Jeff Green,26,PF,0,15
2014,Jeff Green,27,SF,0,13.1
2015,Jeff Green,28,SF,0,14.4
2015,Jeff Green,28,SF,0,14.6
2015,Jeff Green,28,SF,0,14.2
2016,Jeff Green,29,SF,0,13
2016,Jeff Green,29,SF,0,13.4
2016,Jeff Green,29,SF,0,12
2017,Jeff Green,30,PF,0,10.5
1990,Jeff Hornacek,26,SG,0,19.6
1991,Jeff Hornacek,27,SG,0,17.8
1992,Jeff Hornacek,28,SG,0,18.9
1993,Jeff Hornacek,29,PG,0,18.2
1994,Jeff Hornacek,30,SG,0,16.7
1994,Jeff Hornacek,30,SG,0,16.3
1994,Jeff Hornacek,30,SG,0,17.6
1995,Jeff Hornacek,31,SG,0,18.6
1996,Jeff Hornacek,32,SG,0,19.1
1997,Jeff Hornacek,33,SG,0,18.8
1998,Jeff Hornacek,34,SG,0,19.3
1999,Jeff Hornacek,35,SG,0,17.8
2000,Jeff Hornacek,36,SG,0,16.3
1990,Jeff Lebo,23,SG,0,5.8
1990,Jeff Malone,28,SG,0,18.5
1991,Jeff Malone,29,SG,0,14.4
1992,Jeff Malone,30,SG,0,15.1
1993,Jeff Malone,31,SG,0,13.7
1994,Jeff Malone,32,SG,0,13.5
1994,Jeff Malone,32,SG,0,12.9
1994,Jeff Malone,32,SG,0,14.7
1995,Jeff Malone,33,SG,0,15.9
1996,Jeff Malone,34,SG,0,8.8
1996,Jeff Malone,34,SG,0,9
1996,Jeff Malone,34,SG,0,8
1990,Jeff Martin,23,SG,0,8.7
1991,Jeff Martin,24,PG,0,10
1997,Jeff McInnis,22,PG,0,14.8
1999,Jeff McInnis,24,PG,0,11
2000,Jeff McInnis,25,PG,0,11.8
2001,Jeff McInnis,26,PG,0,15.6
2002,Jeff McInnis,27,PG,0,13.8
2003,Jeff McInnis,28,PG,0,10
2004,Jeff McInnis,29,SG-PG,0,15.1
2004,Jeff McInnis,29,SG,0,15
2004,Jeff McInnis,29,PG,0,15.3
2005,Jeff McInnis,30,PG,0,12.4
2006,Jeff McInnis,31,SG,0,9.2
2007,Jeff McInnis,32,PG,0,7.7
2008,Jeff McInnis,33,PG,0,6.5
1998,Jeff Nordgaard,24,PF,0,11.6
1992,Jeff Ruland,33,C,0,6.1
1993,Jeff Ruland,34,C,0,5.2
1990,Jeff Sanders,24,PF,0,2.5
1991,Jeff Sanders,25,PF,0,8.6
1992,Jeff Sanders,26,SF,0,13.8
1993,Jeff Sanders,27,PF,0,6.9
2010,Jeff Teague,21,PG,0,11
2011,Jeff Teague,22,PG,0,14.6
2012,Jeff Teague,23,PG,0,15.8
2013,Jeff Teague,24,PG,0,16.8
2014,Jeff Teague,25,PG,0,17.1
2015,Jeff Teague,26,PG,0,20.6
2016,Jeff Teague,27,PG,0,17.9
2017,Jeff Teague,28,PG,0,19.2
2002,Jeff Trepagnier,22,SG,0,8.4
2003,Jeff Trepagnier,23,SG,0,17.5
2004,Jeff Trepagnier,24,SG,0,2.3
1990,Jeff Turner,27,PF,0,6.6
1991,Jeff Turner,28,PF,0,9.7
1992,Jeff Turner,29,SF,0,7.2
1993,Jeff Turner,30,PF,0,11.4
1994,Jeff Turner,31,PF,0,7.6
1995,Jeff Turner,32,PF,0,9.6
1996,Jeff Turner,33,PF,0,3.6
1996,Jeff Webster,24,SF,0,7
2014,Jeff Withey,23,C,0,15.2
2015,Jeff Withey,24,C,0,17.6
2016,Jeff Withey,25,C,0,17.7
2017,Jeff Withey,26,C,0,18.8
2013,Jeffery Taylor,23,SF,0,10.3
2014,Jeffery Taylor,24,SF,0,5.9
2015,Jeffery Taylor,25,SF,0,8.2
1999,Jeffrey Sheppard,24,SG,0,8.7
1999,Jelani McCoy,21,C,0,21.1
2000,Jelani McCoy,22,C,0,13.2
2001,Jelani McCoy,23,C,0,11.1
2002,Jelani McCoy,24,C,0,9.5
2003,Jelani McCoy,25,C,0,12.4
2004,Jelani McCoy,26,C,0,-3.8
2005,Jelani McCoy,27,C,0,6.2
2008,Jelani McCoy,30,C,0,2.6
1998,Jerald Honeycutt,23,PF,0,11.8
1999,Jerald Honeycutt,24,PF,0,4.4
1999,Jerald Honeycutt,24,PF,0,0.2
1999,Jerald Honeycutt,24,PF,0,5
2015,Jerami Grant,20,SF,0,8.7
2016,Jerami Grant,21,SF,0,12.6
2017,Jerami Grant,22,SF,0,10.1
2017,Jerami Grant,22,SF,0,3.3
2017,Jerami Grant,22,SF,0,10.3
2015,Jerel McNeal,27,PG,0,1.2
2011,Jeremy Evans,23,SF,0,18.8
2012,Jeremy Evans,24,SF,0,19.6
2013,Jeremy Evans,25,PF,0,19.9
2014,Jeremy Evans,26,SF,0,16.2
2015,Jeremy Evans,27,SF,0,20.5
2016,Jeremy Evans,28,SF,0,12.6
2013,Jeremy Lamb,20,SF,0,11.2
2014,Jeremy Lamb,21,SG,0,13.4
2015,Jeremy Lamb,22,SG,0,14.9
2016,Jeremy Lamb,23,SG,0,15.9
2017,Jeremy Lamb,24,SG,0,17
2011,Jeremy Lin,22,PG,0,14.8
2012,Jeremy Lin,23,PG,0,19.9
2013,Jeremy Lin,24,PG,0,14.9
2014,Jeremy Lin,25,PG,0,14.3
2015,Jeremy Lin,26,PG,0,15.6
2016,Jeremy Lin,27,SG,0,13.8
2017,Jeremy Lin,28,PG,0,19.2
2012,Jeremy Pargo,25,PG,0,4.4
2013,Jeremy Pargo,26,PG-SG,0,10.4
2013,Jeremy Pargo,26,PG,0,11.3
2013,Jeremy Pargo,26,SG,0,8.4
2007,Jeremy Richardson,22,SG-SF,0,13.8
2007,Jeremy Richardson,22,SG,0,14.5
2007,Jeremy Richardson,22,SF,0,0
2008,Jeremy Richardson,23,SG-SF,0,4.2
2008,Jeremy Richardson,23,SF,0,-18.1
2008,Jeremy Richardson,23,SG,0,11
2008,Jeremy Richardson,23,SF,0,5.8
2009,Jeremy Richardson,24,SF,0,2.8
2012,Jeremy Tyler,20,C,0,10.4
2013,Jeremy Tyler,21,C,0,6.2
2013,Jeremy Tyler,21,C,0,6.1
2013,Jeremy Tyler,21,C,0,8.5
2014,Jeremy Tyler,22,C,0,13
2016,Jerian Grant,23,PG,0,11.2
2017,Jerian Grant,24,PG,0,13.1
2000,Jermaine Jackson,23,SG,0,-1.5
2002,Jermaine Jackson,25,SG,0,12.3
2003,Jermaine Jackson,26,SG,0,9
2003,Jermaine Jackson,26,SG,0,8.2
2003,Jermaine Jackson,26,SG,0,9.9
2005,Jermaine Jackson,28,SG,0,8
2006,Jermaine Jackson,29,PG,0,8.2
1997,Jermaine O'Neal,18,PF,3,13.7
1998,Jermaine O'Neal,19,PF,3,12.7
1999,Jermaine O'Neal,20,PF,3,13.6
2000,Jermaine O'Neal,21,C,3,13.3
2001,Jermaine O'Neal,22,C,3,17.5
2002,Jermaine O'Neal,23,PF,3,18.1
2003,Jermaine O'Neal,24,PF,3,21.4
2004,Jermaine O'Neal,25,PF,3,21.1
2005,Jermaine O'Neal,26,PF,3,22.9
2006,Jermaine O'Neal,27,PF,3,20.4
2007,Jermaine O'Neal,28,C,3,18.8
2008,Jermaine O'Neal,29,C,3,14.4
2009,Jermaine O'Neal,30,C,3,15.4
2009,Jermaine O'Neal,30,C,3,15.4
2009,Jermaine O'Neal,30,C,3,15.5
2010,Jermaine O'Neal,31,C,3,17.9
2011,Jermaine O'Neal,32,C,3,9.2
2012,Jermaine O'Neal,33,C,3,9.4
2013,Jermaine O'Neal,34,C,3,16.7
2014,Jermaine O'Neal,35,PF,3,15.3
2010,Jermaine Taylor,23,SG,0,11.4
2011,Jermaine Taylor,24,SG,0,12.2
2011,Jermaine Taylor,24,SG,0,13.3
2011,Jermaine Taylor,24,SG,0,12
2008,Jermareo Davidson,23,SF,0,9.8
2009,Jermareo Davidson,24,SF,0,12.3
1996,Jerome Allen,23,SG,0,7.8
1997,Jerome Allen,24,SG,0,8.7
1997,Jerome Allen,24,SG,0,8.7
1997,Jerome Allen,24,SG,0,8.9
2004,Jerome Beasley,23,PF,0,5.9
2012,Jerome Dyson,24,PG,0,11.3
1995,Jerome Harmon,25,SG,0,10.1
1999,Jerome James,23,C,0,11.5
2002,Jerome James,26,C,0,11.9
2003,Jerome James,27,C,0,13.1
2004,Jerome James,28,C,0,11.3
2005,Jerome James,29,C,0,10
2006,Jerome James,30,C,0,6.3
2007,Jerome James,31,C,0,5.1
2008,Jerome James,32,C,0,45.3
2009,Jerome James,33,C,0,12.5
2012,Jerome Jordan,25,C,0,18.3
2015,Jerome Jordan,28,C,0,16.8
1990,Jerome Kersey,27,SF,0,15.7
1991,Jerome Kersey,28,SF,0,15.6
1992,Jerome Kersey,29,SF,0,14.7
1993,Jerome Kersey,30,SF,0,13.7
1994,Jerome Kersey,31,SF,0,14.5
1995,Jerome Kersey,32,SF,0,14.5
1996,Jerome Kersey,33,SF,0,13.1
1997,Jerome Kersey,34,SF,0,12.3
1998,Jerome Kersey,35,SF,0,12.6
1999,Jerome Kersey,36,SF,0,7.4
2000,Jerome Kersey,37,SF,0,10
2001,Jerome Kersey,38,SF,0,12.9
1990,Jerome Lane,23,PF,0,12.8
1991,Jerome Lane,24,PF,0,12.8
1992,Jerome Lane,25,PF,0,6.6
1992,Jerome Lane,25,PF,0,5.4
1992,Jerome Lane,25,PF,0,10.2
1992,Jerome Lane,25,PF,0,19.1
1993,Jerome Lane,26,PF,0,18.1
2001,Jerome Moiso,22,C,0,3.2
2002,Jerome Moiso,23,C,0,5.9
2003,Jerome Moiso,24,C,0,14.5
2004,Jerome Moiso,25,PF,0,12.3
2005,Jerome Moiso,26,C-PF,0,12.3
2005,Jerome Moiso,26,C,0,9.5
2005,Jerome Moiso,26,C,0,17
2005,Jerome Moiso,26,PF,0,15.3
1997,Jerome Williams,23,PF,0,12.6
1998,Jerome Williams,24,PF,0,16.3
1999,Jerome Williams,25,PF,0,18.2
2000,Jerome Williams,26,PF,0,17.9
2001,Jerome Williams,27,PF,0,15.7
2001,Jerome Williams,27,PF,0,14.9
2001,Jerome Williams,27,PF,0,17.3
2002,Jerome Williams,28,PF,0,15.7
2003,Jerome Williams,29,PF,0,15.6
2004,Jerome Williams,30,PF,0,14.7
2004,Jerome Williams,30,PF,0,12.4
2004,Jerome Williams,30,PF,0,15.4
2005,Jerome Williams,31,SF,0,13.2
2015,Jerrelle Benimon,23,PF,0,4.7
1991,Jerrod Mustaf,21,PF,0,8.3
1992,Jerrod Mustaf,22,PF,0,13.8
1993,Jerrod Mustaf,23,PF,0,12.7
1994,Jerrod Mustaf,24,PF,0,8.9
1990,Jerry Reynolds,27,SF,0,14.1
1991,Jerry Reynolds,28,SG,0,17.8
1992,Jerry Reynolds,29,SG,0,13.9
1996,Jerry Reynolds,33,SF,0,11.2
1990,Jerry Sichting,33,PG,0,8.9
1990,Jerry Sichting,33,PG,0,9.5
1990,Jerry Sichting,33,PG,0,-1.7
2012,Jerry Smith,24,PG,0,7.8
1996,Jerry Stackhouse,21,SG,0,14.8
1997,Jerry Stackhouse,22,SG,0,14.1
1998,Jerry Stackhouse,23,SG-SF,0,16.2
1998,Jerry Stackhouse,23,SF,0,14.9
1998,Jerry Stackhouse,23,SG,0,16.8
1999,Jerry Stackhouse,24,SG,0,15.2
2000,Jerry Stackhouse,25,SG,0,18.9
2001,Jerry Stackhouse,26,SG,0,21.8
2002,Jerry Stackhouse,27,SF,0,19
2003,Jerry Stackhouse,28,SG,0,18.7
2004,Jerry Stackhouse,29,SF,0,13.2
2005,Jerry Stackhouse,30,SG,0,15.9
2006,Jerry Stackhouse,31,SG,0,14.5
2007,Jerry Stackhouse,32,SF,0,16.8
2008,Jerry Stackhouse,33,SG,0,13.3
2009,Jerry Stackhouse,34,SG,0,3.4
2010,Jerry Stackhouse,35,SG,0,11.1
2011,Jerry Stackhouse,36,SG,0,6
2012,Jerry Stackhouse,37,SF,0,11.5
2013,Jerry Stackhouse,38,SF,0,8.5
2009,Jerryd Bayless,20,PG,0,8.2
2010,Jerryd Bayless,21,SG,0,14.3
2011,Jerryd Bayless,22,PG,0,14.1
2011,Jerryd Bayless,22,PG,0,7.2
2011,Jerryd Bayless,22,PG,0,14.9
2012,Jerryd Bayless,23,PG,0,17.7
2013,Jerryd Bayless,24,PG,0,13.5
2014,Jerryd Bayless,25,PG,0,12
2014,Jerryd Bayless,25,PG,0,11.3
2014,Jerryd Bayless,25,PG,0,12.5
2015,Jerryd Bayless,26,PG,0,11.1
2016,Jerryd Bayless,27,SG,0,12.4
2017,Jerryd Bayless,28,PG,0,8.7
2002,Jeryl Sasser,22,SG,0,7
2003,Jeryl Sasser,23,SG,0,8.3
1990,Jim Farmer,25,SG,0,15.5
1991,Jim Farmer,26,SG,0,12.2
1991,Jim Farmer,26,SG,0,10.9
1991,Jim Farmer,26,SG,0,12.3
1994,Jim Farmer,29,SG,0,-3.7
1991,Jim Grandholm,30,PF,0,16.5
1993,Jim Jackson,22,SF,0,11
1994,Jim Jackson,23,SG,0,14.4
1995,Jim Jackson,24,SG,0,18.9
1996,Jim Jackson,25,SG,0,16.6
1997,Jim Jackson,26,SG-SF,0,15.1
1997,Jim Jackson,26,SG,0,15.2
1997,Jim Jackson,26,SF,0,15
1998,Jim Jackson,27,SG,0,13.2
1998,Jim Jackson,27,SG,0,13.1
1998,Jim Jackson,27,SG,0,13.2
1999,Jim Jackson,28,SG,0,13.1
2000,Jim Jackson,29,SF,0,14.3
2001,Jim Jackson,30,SF,0,10.7
2001,Jim Jackson,30,SF,0,12.7
2001,Jim Jackson,30,SF,0,9.7
2002,Jim Jackson,31,SF,0,11.3
2003,Jim Jackson,32,SF,0,12.4
2004,Jim Jackson,33,SF,0,12.2
2005,Jim Jackson,34,SF,0,10.9
2005,Jim Jackson,34,SF,0,10.5
2005,Jim Jackson,34,SF,0,11.4
2006,Jim Jackson,35,SF,0,3
2006,Jim Jackson,35,SF,0,3.2
2006,Jim Jackson,35,SF,0,2.1
1990,Jim Les,26,PG,0,9.3
1990,Jim Les,26,PG,0,-20.2
1990,Jim Les,26,PG,0,11.3
1991,Jim Les,27,PG,0,13.7
1992,Jim Les,28,PG,0,12.8
1993,Jim Les,29,PG,0,14.7
1994,Jim Les,30,PG,0,12.9
1995,Jim Les,31,PG,0,9.7
1995,Jim McIlvaine,22,C,0,10
1996,Jim McIlvaine,23,C,0,9.7
1997,Jim McIlvaine,24,C,0,11.1
1998,Jim McIlvaine,25,C,0,9.5
1999,Jim McIlvaine,26,C,0,9.5
2000,Jim McIlvaine,27,C,0,10
2001,Jim McIlvaine,28,C,0,6.2
1990,Jim Paxson,32,PG,0,9.7
1990,Jim Petersen,27,C,0,9
1991,Jim Petersen,28,C,0,9.8
1992,Jim Petersen,29,PF,0,9.5
1990,Jim Rowinski,29,PF,0,13.2
1991,Jim Thomas,30,SG,0,0.7
2012,Jimmer Fredette,22,PG,0,10.8
2013,Jimmer Fredette,23,SG,0,14.6
2014,Jimmer Fredette,24,SG,0,15.8
2014,Jimmer Fredette,24,SG,0,16.3
2014,Jimmer Fredette,24,SG,0,11.6
2015,Jimmer Fredette,25,PG,0,9.8
2016,Jimmer Fredette,26,SG,0,12
2016,Jimmer Fredette,26,SG,0,-1.6
2016,Jimmer Fredette,26,SG,0,47.4
2012,Jimmy Butler,22,SG,1,12.5
2013,Jimmy Butler,23,SF,1,15.2
2014,Jimmy Butler,24,SG,1,13.5
2015,Jimmy Butler,25,SG,1,21.3
2016,Jimmy Butler,26,SG,1,21.3
2017,Jimmy Butler,27,SF,1,25.1
1997,Jimmy Carruth,27,PF,0,9.7
1996,Jimmy King,22,SG,0,9.9
1997,Jimmy King,23,SG,0,12.7
1992,Jimmy Oliver,22,SG,0,10.1
1994,Jimmy Oliver,24,SG,0,10.1
1997,Jimmy Oliver,27,SG,0,4.7
1998,Jimmy Oliver,28,SG,0,19.7
1999,Jimmy Oliver,29,SG,0,2.7
2003,Jiri Welsch,23,SF,0,4.5
2004,Jiri Welsch,24,SG,0,12.6
2005,Jiri Welsch,25,SG-SF,0,10.9
2005,Jiri Welsch,25,SG,0,12.1
2005,Jiri Welsch,25,SF,0,4.3
2006,Jiri Welsch,26,SF,0,9.8
1993,Jo Jo,22,SG,0,1.9
1994,Jo Jo,23,SG,0,6.3
1995,Jo Jo,24,SG,0,7.7
2008,Joakim Noah,22,C,1,15.5
2009,Joakim Noah,23,C,1,16.5
2010,Joakim Noah,24,C,1,17.9
2011,Joakim Noah,25,C,1,18.8
2012,Joakim Noah,26,C,1,19.6
2013,Joakim Noah,27,C,1,18.1
2014,Joakim Noah,28,C,1,20
2015,Joakim Noah,29,C,1,15.3
2016,Joakim Noah,30,C,1,14.1
2017,Joakim Noah,31,C,1,15.2
1992,Joao Vianna,25,SF,0,1
2010,Jodie Meeks,22,SG,0,10.8
2010,Jodie Meeks,22,SG,0,8.4
2010,Jodie Meeks,22,SG,0,15.8
2011,Jodie Meeks,23,SG,0,12.6
2012,Jodie Meeks,24,SG,0,11.5
2013,Jodie Meeks,25,SG,0,11.4
2014,Jodie Meeks,26,SG,0,14.7
2015,Jodie Meeks,27,SG,0,14.1
2016,Jodie Meeks,28,SG,0,13.5
2017,Jodie Meeks,29,SG,0,13.1
2009,Joe Alexander,22,SF,0,10.1
2010,Joe Alexander,23,SF,0,2.8
1990,Joe Barry,31,C,0,12.6
1990,Joe Barry,31,C,0,11.8
1990,Joe Barry,31,C,0,13.8
1991,Joe Barry,32,C,0,8.6
1993,Joe Courtney,23,PF,0,8.8
1993,Joe Courtney,23,PF,0,5.6
1993,Joe Courtney,23,PF,0,10.3
1994,Joe Courtney,24,PF,0,13.4
1994,Joe Courtney,24,PF,0,17.9
1994,Joe Courtney,24,PF,0,9
1996,Joe Courtney,26,PF,0,7
1997,Joe Courtney,27,PF,0,3.8
1997,Joe Courtney,27,PF,0,5.1
1997,Joe Courtney,27,PF,0,2.4
2009,Joe Crawford,22,SF,0,10.8
2002,Joe Crispin,22,PG,0,17.1
2002,Joe Crispin,22,PG,0,5
2002,Joe Crispin,22,PG,0,19.6
1990,Joe Dumars*,26,SG,3,17.2
1991,Joe Dumars*,27,SG,3,18
1992,Joe Dumars*,28,SG,3,15.4
1993,Joe Dumars*,29,SG,3,17.6
1994,Joe Dumars*,30,SG,3,16.2
1995,Joe Dumars*,31,SG,3,13.9
1996,Joe Dumars*,32,PG,3,13.7
1997,Joe Dumars*,33,SG,3,15.6
1998,Joe Dumars*,34,SG,3,14.3
1999,Joe Dumars*,35,SG,3,15.1
2015,Joe Harris,23,SG,0,5.6
2016,Joe Harris,24,SG,0,3.4
2017,Joe Harris,25,SG,0,9
2015,Joe Ingles,27,SF,0,9.6
2016,Joe Ingles,28,SF,0,10.3
2017,Joe Ingles,29,SF,0,12.4
2002,Joe Johnson,20,SG,1,11.8
2002,Joe Johnson,20,SG,1,12
2002,Joe Johnson,20,SG,1,11.5
2003,Joe Johnson,21,SG,1,11.6
2004,Joe Johnson,22,SG,1,13.9
2005,Joe Johnson,23,SF,1,15.1
2006,Joe Johnson,24,SG,1,17.9
2007,Joe Johnson,25,SG,1,19.5
2008,Joe Johnson,26,SG,1,17.3
2009,Joe Johnson,27,SG,1,18.2
2010,Joe Johnson,28,SG,1,19.3
2011,Joe Johnson,29,SG,1,16.4
2012,Joe Johnson,30,SG,1,18.4
2013,Joe Johnson,31,SG,1,14.1
2014,Joe Johnson,32,SG,1,15.5
2015,Joe Johnson,33,SG,1,14.1
2016,Joe Johnson,34,SF,1,12
2016,Joe Johnson,34,SF,1,10.7
2016,Joe Johnson,34,SF,1,15.2
2017,Joe Johnson,35,SF,1,12.8
1990,Joe Kleine,28,C,0,10.5
1991,Joe Kleine,29,C,0,9.9
1992,Joe Kleine,30,C,0,13.5
1993,Joe Kleine,31,C,0,9.6
1994,Joe Kleine,32,C,0,11.2
1995,Joe Kleine,33,C,0,9.8
1996,Joe Kleine,34,C,0,6.8
1997,Joe Kleine,35,C,0,7.6
1997,Joe Kleine,35,C,0,6.5
1997,Joe Kleine,35,C,0,4.2
1997,Joe Kleine,35,C,0,8.7
1998,Joe Kleine,36,C,0,5.5
1999,Joe Kleine,37,C,0,6.6
2000,Joe Kleine,38,C,0,6.8
1996,Joe Smith,20,PF,0,17.2
1997,Joe Smith,21,PF,0,16
1998,Joe Smith,22,PF,0,14.4
1998,Joe Smith,22,PF,0,15.1
1998,Joe Smith,22,PF,0,12.9
1999,Joe Smith,23,C,0,16.6
2000,Joe Smith,24,C,0,14.4
2001,Joe Smith,25,PF,0,14.6
2002,Joe Smith,26,C,0,16
2003,Joe Smith,27,SF,0,14.3
2004,Joe Smith,28,PF,0,16.6
2005,Joe Smith,29,PF,0,15
2006,Joe Smith,30,PF,0,16.1
2007,Joe Smith,31,PF,0,13.9
2007,Joe Smith,31,PF,0,12.4
2007,Joe Smith,31,PF,0,14.1
2008,Joe Smith,32,PF,0,16.1
2008,Joe Smith,32,PF,0,16.8
2008,Joe Smith,32,PF,0,14.9
2009,Joe Smith,33,C,0,13.8
2009,Joe Smith,33,C,0,13.2
2009,Joe Smith,33,C,0,14.8
2010,Joe Smith,34,PF,0,11.2
2011,Joe Smith,35,PF,0,-0.1
2011,Joe Smith,35,PF,0,-3.9
2011,Joe Smith,35,PF,0,2.1
1997,Joe Stephens,24,PF,0,3
1998,Joe Stephens,25,SF,0,17.7
2000,Joe Stephens,27,SF,0,10.2
1990,Joe Wolf,25,C,0,6.8
1991,Joe Wolf,26,C,0,10.1
1992,Joe Wolf,27,C,0,7.2
1993,Joe Wolf,28,C,0,11.9
1993,Joe Wolf,28,C,0,-4.7
1993,Joe Wolf,28,C,0,12.9
1995,Joe Wolf,30,PF,0,6.8
1996,Joe Wolf,31,PF,0,8.8
1996,Joe Wolf,31,PF,0,-2
1996,Joe Wolf,31,PF,0,9
1997,Joe Wolf,32,C,0,7.9
1998,Joe Wolf,33,PF,0,5.1
1999,Joe Wolf,34,PF,0,-14.5
2016,Joe Young,23,PG,0,9.9
2017,Joe Young,24,PG,0,11.4
2008,Joel Anthony,25,PF,0,8.8
2009,Joel Anthony,26,C,0,9.3
2010,Joel Anthony,27,C,0,10.2
2011,Joel Anthony,28,C,0,7.3
2012,Joel Anthony,29,C,0,10.3
2013,Joel Anthony,30,C,0,10.4
2014,Joel Anthony,31,C,0,8.1
2014,Joel Anthony,31,C,0,8
2014,Joel Anthony,31,C,0,8.1
2015,Joel Anthony,32,C,0,14.7
2016,Joel Anthony,33,C,0,14.1
2017,Joel Anthony,34,C,0,11.6
2017,Joel Bolomboy,23,PF,0,19.7
2017,Joel Embiid,22,C,0,24.1
2013,Joel Freeland,25,PF,0,9.3
2014,Joel Freeland,26,C,0,11.3
2015,Joel Freeland,27,C,0,12.2
2001,Joel Przybilla,21,C,0,5.9
2002,Joel Przybilla,22,C,0,10.2
2003,Joel Przybilla,23,C,0,7.9
2004,Joel Przybilla,24,C,0,6.7
2004,Joel Przybilla,24,C,0,3.4
2004,Joel Przybilla,24,C,0,7.1
2005,Joel Przybilla,25,C,0,15.5
2006,Joel Przybilla,26,C,0,15.3
2007,Joel Przybilla,27,C,0,7.4
